#1:tcount #2:t #3:m #4:r #5:vr #6:vt #7:r_peri #8:r_apo #9:Rtidal #10:phi_rtidal #11:phi_zero #12:E #13:J #14:id #15:binflag #16:m0[MSUN] #17:m1[MSUN] #18:id0 #19:id1 #20:a #21:e #22:startype #23:bin_startype0 #24:bin_startype1 #25:rad0 #26:rad1 #27:tb #28:lum0 #29:lum1 #30:massc0 #31:massc1 #32:radc0 #33:radc1 #34:menv0 #35:menv1 #36:renv0 #37:renv1 #38:tms0 #39:tms1 #40:dmdt0 #41:dmdt1 #42:radrol0 #43:radrol1 #44:ospin0 #45:ospin1 #46:B0 #47:B1 #48:formation0 #49:formation1 #50:bacc0 #51:bacc1 #52:tacc0 $53:tacc1 #54:mass0_0 #55:mass0_1 #56:epoch0 #57:epoch1 #58:bhspin #59:bhspin1 #60:bhspin2 #61:ospin #62:B #63:formation
#15binflag=1:binary,23/24bin_starttype0/1:na if not binary, 14 if black holes, 16-17 mass
#rv=2 case
3204169 0.39246666 69.332002 0.0093654234 -0.28905025 1.5030584 0.0093654234 0.0093654234 197.17089 -0.0029010256 -0.55649359 0.66509151 0.014076778 0 1 16.86911 24.935239 2048022 4126155 0.079055988 0.6631579 na 14 14 7.1525e-05 0.000105725 1.25569 1e-10 1e-10 16.8691 24.9352 7.1525e-05 0.000105725 1e-10 1e-10 1e-10 1e-10 1e+10 1e+10 -0 0 0.0001 1e-20 2e+08 2e+08 0 0 0 0 0 0 0 0 21.7454 27.7058 9.96663 4.31911 na 0 0 na na na
3212133 0.39422208 75.587735 0.015169179 0.064500591 1.221025 0.015169179 0.015169179 197.14772 -0.0029003439 -0.47697055 0.28825503 0.018521946 0 1 18.445368 27.130931 4340185 9087022 0.070407213 0.46141426 na 14 14 7.82084e-05 0.000115035 1.01076 1e-10 1e-10 18.4454 27.1309 7.82084e-05 0.000115035 1e-10 1e-10 1e-10 1e-10 1e+10 1e+10 -0 0 0.0001 1e-20 2e+08 2e+08 0 0 0 0 0 0 0 0 20.4949 30.1455 4.80681 4.21285 na 0 0 na na na
3218959 0.39583094 99.094109 0.0047055894 -1.4632082 0.49274165 0.0047055894 0.0047055894 197.12623 -0.0028997114 -0.52353948 0.68021277 0.0023186399 0 1 40.910855 18.838821 5473901 5509319 0.036077585 0.93848471 na 14 14 0.000173462 7.98766e-05 0.323801 1e-10 1e-10 40.9109 18.8388 0.000173462 7.98766e-05 1e-10 1e-10 1e-10 1e-10 1e+10 1e+10 -0 0 0.0001 1e-20 2e+08 2e+08 0 0 0 0 0 0 0 0 24.8426 20.932 4.47418 4.77168 na 0.685566 0 na na na
3224094 0.39644294 98.302296 0.0021433722 -0.69610434 0.81576791 0.0021433722 0.0021433722 197.11718 -0.0028994453 -0.56407802 0.022042209 0.0017484943 0 1 27.794874 31.477371 4039565 4091896 0.14230435 0.54992243 na 14 14 0.00011785 0.000133464 2.54678 1e-10 1e-10 27.7949 31.4774 0.00011785 0.000133464 1e-10 1e-10 1e-10 1e-10 1e+10 1e+10 -0 0 0.0001 1e-20 2e+08 2e+08 0 0 0 0 0 0 0 0 30.8832 22.1984 4.18478 9.74264 na 0 0.685929 na na na
3228943 0.39737304 87.885527 0.0088747521 -0.71385455 0.89808003 0.0088747521 0.0088747521 197.10374 -0.0028990501 -0.50755928 0.16693506 0.0079702377 0 1 24.838318 28.153044 10874554 11667411 0.067713864 0.87617717 na 14 14 0.000105314 0.000119369 0.884105 1e-10 1e-10 24.8383 28.153 0.000105314 0.000119369 1e-10 1e-10 1e-10 1e-10 1e+10 1e+10 -0 0 0.0001 1e-20 2e+08 2e+08 0 0 0 0 0 0 0 0 27.5981 31.2812 4.33947 4.17531 na 0 0 na na na
3257954 0.40183997 118.91817 0.015744002 -0.64973579 1.2158395 0.015744002 0.015744002 197.04992 -0.0028974669 -0.47622679 0.49204164 0.019142179 0 1 26.475529 45.227243 10622629 11441416 0.086016033 0.099663491 na 14 14 0.000112256 0.000191918 1.08816 1e-10 1e-10 26.4755 45.2272 0.000112256 0.000108933 1e-10 1e-10 1e-10 1e-10 1e+10 1e+10 -0 0 0.0001 1e-20 2e+08 2e+08 0 0 0 0 0 0 0 0 23.7876 45.2272 8.82799 4.28173 na 0 0.682785 na na na
3258241 0.40197692 64.226547 0.009268986 -0.31232092 1.0605216 0.009268986 0.009268986 197.04676 -0.002897374 -0.47862478 0.13835138 0.0098299601 0 1 15.634457 23.091512 6631280 6916482 0.19984483 0.051395786 na 14 14 6.62901e-05 9.7908e-05 5.24359 1e-10 1e-10 15.6345 23.0915 6.62901e-05 9.7908e-05 1e-10 1e-10 1e-10 1e-10 1e+10 1e+10 -0 0 0.0001 1e-20 2e+08 2e+08 0 0 0 0 0 0 0 0 33.0013 25.6572 6.65782 4.42583 na 0 0 na na na
3294760 0.40807878 93.948947 0.010006477 0.68124117 0.912726 0.010006477 0.010006477 196.96964 -0.0028951064 -0.48946464 0.17111927 0.0091331716 0 1 29.974786 26.672569 6399665 16039877 0.059121706 0.59723457 na 14 14 0.000127093 0.000113092 0.697623 1e-10 1e-10 29.9748 26.6726 0.000127093 0.000113092 1e-10 1e-10 1e-10 1e-10 1e+10 1e+10 -0 0 0.0001 1e-20 2e+08 2e+08 0 0 0 0 0 0 0 0 16.5019 1.25431 5.29451 2813.77 na 0.684629 0 na na na
3296320 0.4084092 72.415005 0.003523372 0.0040305243 1.1672863 0.003523372 0.003523372 196.96415 -0.0028949452 -0.49175232 0.19157981 0.0041127837 0 1 18.840351 24.822922 8188988 9614018 0.091040115 0.41926252 na 14 14 7.98831e-05 0.000105249 1.51838 1e-10 1e-10 18.8404 24.8229 7.98831e-05 0.000105249 1e-10 1e-10 1e-10 1e-10 1e+10 1e+10 -0 0 0.0001 1e-20 2e+08 2e+08 0 0 0 0 0 0 0 0 20.9337 27.581 4.76953 4.32469 na 0 0 na na na
3298989 0.40920016 66.015602 0.012991507 -0.37570034 1.3495984 0.012991507 0.012991507 196.95493 -0.0028946741 -0.49553145 0.5087244 0.017533316 0 1 22.440211 17.364485 2632165 11575569 0.084116301 0.89564907 na 14 14 9.51465e-05 7.36254e-05 1.41235 1e-10 1e-10 22.4402 17.3645 9.51465e-05 7.36254e-05 1e-10 1e-10 1e-10 1e-10 1e+10 1e+10 -0 0 0.0001 1e-20 2e+08 2e+08 0 0 0 0 0 0 0 0 24.9336 17.3645 4.46864 437.09 na 0 0 na na na
3344966 0.41689708 58.006691 0.0070845248 0.03783521 0.99968422 0.0070845248 0.0070845248 196.86464 -0.0028920208 -0.48769456 0.021028917 0.0070822876 0 1 16.88973 18.085922 3838188 11228453 0.085729012 0.57216341 na 14 14 7.16125e-05 7.66843e-05 1.55024 1e-10 1e-10 16.8897 18.0859 7.16125e-05 7.66843e-05 1e-10 1e-10 1e-10 1e-10 1e+10 1e+10 -0 0 0.0001 1e-20 2e+08 2e+08 0 0 0 0 0 0 0 0 21.8055 20.0955 9.93622 4.8524 na 0 0 na na na
3366918 0.42018337 64.480775 0.0026786931 0.53010867 1.2762826 0.0026786931 0.0026786931 196.82165 -0.0028907578 -0.56658221 0.39838571 0.0034187694 0 1 17.106259 21.772999 7390758 13060087 0.054517048 0.54170218 na 14 14 7.25305e-05 9.23175e-05 0.745641 1e-10 1e-10 17.1063 21.773 7.25305e-05 9.23175e-05 1e-10 1e-10 1e-10 1e-10 1e+10 1e+10 -0 0 0.0001 1e-20 2e+08 2e+08 0 0 0 0 0 0 0 0 19.007 24.1922 4.96053 6.43332 na 0 0 na na na
3411858 0.42891881 110.0196 0.0026699322 0.72474218 1.7514183 0.0026699322 0.0026699322 196.72008 -0.0028877749 -0.46966321 1.3287552 0.004676168 0 1 21.10051 45.23679 6685790 10986472 0.021869356 0.58834891 na 14 14 8.94662e-05 0.000191804 0.145032 1e-10 1e-10 21.1005 45.2368 8.94662e-05 0.000191804 1e-10 1e-10 1e-10 1e-10 1e+10 1e+10 -0 0 0.0001 1e-20 2e+08 2e+08 0 0 0 0 0 0 0 0 23.445 24.1797 4.56814 4.36501 na 0 0.686294 na na na
3440274 0.43386056 79.293961 0.01160755 -0.26791806 1.0997756 0.01160755 0.01160755 196.66315 -0.0028861038 -0.47228813 0.18160118 0.0127657 0 1 26.395565 21.415435 1827234 8585197 0.07592721 0.91503776 na 14 14 0.000111917 9.08014e-05 1.10515 1e-10 1e-10 26.3956 21.4154 0.000111917 9.08014e-05 1e-10 1e-10 1e-10 1e-10 1e+10 1e+10 -0 0 0.0001 1e-20 2e+08 2e+08 0 0 0 0 0 0 0 0 29.3284 23.7949 4.24609 4.54375 na 0 0 na na na
3450830 0.43615359 64.919736 0.0073651104 0.24204313 0.96203373 0.0073651104 0.0073651104 196.63526 -0.0028852853 -0.45495056 0.039270388 0.0070854846 0 1 13.105104 26.03883 7988489 9981856 0.089995164 0.53268457 na 14 14 5.55656e-05 0.000110405 1.57611 1e-10 1e-10 13.1051 26.0388 5.55656e-05 0.000110405 1e-10 1e-10 1e-10 1e-10 1e+10 1e+10 -0 0 0.0001 1e-20 2e+08 2e+08 0 0 0 0 0 0 0 0 14.6492 28.932 5.62678 4.26504 na 0 0 na na na
3478225 0.44247752 97.955006 0.016191042 -0.20627071 0.91005586 0.016191042 0.016191042 196.55729 -0.0028829977 -0.44681433 -3.0914737e-05 0.014734753 0 1 15.01457 44.048274 4587714 6209364 0.14639872 0.5752748 na 14 14 6.36618e-05 0.000186765 2.66219 1e-10 1e-10 15.0146 44.0483 6.36618e-05 0.000186765 1e-10 1e-10 1e-10 1e-10 1e+10 1e+10 -0 0 0.0001 1e-20 2e+08 2e+08 0 0 0 0 0 0 0 0 31.9285 21.9141 6.84458 4.68201 na 0 0.674726 na na na
3479485 0.44315297 92.901319 0.007275675 0.34285079 1.0795318 0.007275675 0.007275675 196.54927 -0.0028827624 -0.47260052 0.1740464 0.0078543224 0 1 20.081946 35.933732 2590456 14252350 0.088660103 0.87580074 na 14 14 8.51475e-05 0.000152359 1.28833 1e-10 1e-10 20.0819 35.9337 8.51475e-05 0.000152359 1e-10 1e-10 1e-10 1e-10 1e+10 1e+10 -0 0 0.0001 1e-20 2e+08 2e+08 0 0 0 0 0 0 0 0 22.3133 35.9337 4.65416 6.38905 na 0 0.660648 na na na
3510788 0.44731854 70.174008 0.004316465 0.13237752 1.239415 0.004316465 0.004316465 196.50168 -0.0028813666 -0.50009686 0.28064571 0.0053498916 0 1 25.688725 16.623318 369055 8928341 0.066548608 0.5225988 na 14 14 0.00010892 7.04829e-05 0.963977 1e-10 1e-10 25.6887 16.6233 0.00010892 7.04829e-05 1e-10 1e-10 1e-10 1e-10 1e+10 1e+10 -0 0 0.0001 1e-20 2e+08 2e+08 0 0 0 0 0 0 0 0 28.543 18.4726 4.28007 5.02313 na 0 0 na na na
3522645 0.44918285 75.135631 0.0016469399 0.79789712 1.2599305 0.0016469399 0.0016469399 196.47941 -0.0028807134 -0.51573924 0.60194814 0.0020750298 0 1 17.155877 28.147821 360550 12918612 0.063307212 0.59262195 na 14 14 7.27409e-05 0.000119347 0.864377 1e-10 1e-10 17.1559 28.1478 7.27409e-05 0.000119347 1e-10 1e-10 1e-10 1e-10 1e+10 1e+10 -0 0 0.0001 1e-20 2e+08 2e+08 0 0 0 0 0 0 0 0 22.4799 31.2754 9.60958 4.17602 na 0 0 na na na
3540975 0.45319073 68.397743 0.0080751521 -0.36991419 1.3101206 0.0080751521 0.0080751521 196.43614 -0.0028794447 -0.45241253 0.47814984 0.010579423 0 1 19.72715 21.513879 7075495 12168421 0.058216149 0.64484722 na 14 14 8.36431e-05 9.12188e-05 0.798897 1e-10 1e-10 19.7272 21.5139 8.36431e-05 9.12188e-05 1e-10 1e-10 1e-10 1e-10 1e+10 1e+10 -0 0 0.0001 1e-20 2e+08 2e+08 0 0 0 0 0 0 0 0 21.9191 23.9043 4.68209 4.53836 na 0 0 na na na
3563836 0.45759879 48.677996 0.0014527371 -1.7891817 1.0824247 0.0014527371 0.0014527371 196.38811 -0.0028780368 -0.50876033 1.6839182 0.0015724785 0 1 16.659449 12.691383 1687922 10725379 0.035673092 0.44350453 na 14 14 7.06361e-05 5.38115e-05 0.454246 1e-10 1e-10 16.6594 12.6914 7.06361e-05 5.38115e-05 1e-10 1e-10 1e-10 1e-10 1e+10 1e+10 -0 0 0.0001 1e-20 2e+08 2e+08 0 0 0 0 0 0 0 0 21.2636 14.4679 10.2192 5.75507 na 0 0 na na na
3565367 0.45778518 63.015895 0.0067270124 0.12057652 1.6459217 0.0067270124 0.0067270124 196.38462 -0.0028779344 -0.5008727 0.87543979 0.011072136 0 1 15.063619 22.932376 7119975 7870810 0.034924351 0.47947718 na 14 14 6.38697e-05 9.72333e-05 0.386735 1e-10 1e-10 15.0636 22.9324 6.38697e-05 9.72333e-05 1e-10 1e-10 1e-10 1e-10 1e+10 1e+10 -0 0 0.0001 1e-20 2e+08 2e+08 0 0 0 0 0 0 0 0 16.7563 25.4804 5.25541 4.43596 na 0 0 na na na
3574554 0.45970689 64.853881 0.0089932486 -0.71329521 0.74993609 0.0089932486 0.0089932486 196.36112 -0.0028772458 -0.49957362 0.057232496 0.0067443617 0 1 14.386619 24.717607 3580711 12992970 0.096896346 0.46690558 na 14 14 6.09993e-05 0.000104803 1.76173 1e-10 1e-10 14.3866 24.7176 6.09993e-05 0.000104803 1e-10 1e-10 1e-10 1e-10 1e+10 1e+10 -0 0 0.0001 1e-20 2e+08 2e+08 0 0 0 0 0 0 0 0 16.0103 27.464 5.34577 4.33472 na 0 0 na na na
3575022 0.45974753 87.821677 0.0030973391 -1.096813 0.80374326 0.0030973391 0.0030973391 196.35974 -0.0028772055 -0.55785338 0.38868555 0.0024894654 0 1 30.858041 22.094822 6285114 9810850 0.079025101 0.65662784 na 14 14 0.000130838 9.3682e-05 1.11505 1e-10 1e-10 30.858 22.0948 0.000130838 9.3682e-05 1e-10 1e-10 1e-10 1e-10 1e+10 1e+10 -0 0 0.0001 1e-20 2e+08 2e+08 0 0 0 0 0 0 0 0 34.1007 24.5498 6.48253 4.4922 na 0.684961 0 na na na
3599697 0.46354948 90.912646 0.010552947 0.98381432 0.52958265 0.010552947 0.010552947 196.31767 -0.0028759726 -0.45452697 0.18095914 0.0055886576 0 1 38.024536 16.792054 1033896 6176236 0.062177193 0.39570008 na 14 14 0.000161224 7.11983e-05 0.764858 1e-10 1e-10 38.0245 16.7921 0.000161224 7.11983e-05 1e-10 1e-10 1e-10 1e-10 1e+10 1e+10 -0 0 0.0001 1e-20 2e+08 2e+08 0 0 0 0 0 0 0 0 24.2508 21.5642 4.51134 10.0597 na 0.681681 0 na na na
3601763 0.46446567 60.375738 0.01664445 -0.32191261 0.89426853 0.01664445 0.01664445 196.30785 -0.0028756848 -0.4487978 0.022945827 0.014884608 0 1 23.123698 13.280391 3632625 5017360 0.10125168 0.27031102 na 14 14 9.80445e-05 5.63089e-05 1.95038 1e-10 1e-10 23.1237 13.2804 9.80445e-05 5.63089e-05 1e-10 1e-10 1e-10 1e-10 1e+10 1e+10 -0 0 0.0001 1e-20 2e+08 2e+08 0 0 0 0 0 0 0 0 25.693 14.7898 4.42374 5.96656 na 0 0 na na na
3604420 0.46535364 68.691538 0.0072714643 0.85034609 0.58720511 0.0072714643 0.0072714643 196.29784 -0.0028753918 -0.48615032 0.059118384 0.004269841 0 1 19.916438 21.501738 5354317 11055227 0.077299712 0.91243606 na 14 14 8.44457e-05 9.11674e-05 1.21972 1e-10 1e-10 19.9164 21.5017 8.44457e-05 9.11674e-05 1e-10 1e-10 1e-10 1e-10 1e+10 1e+10 -0 0 0.0001 1e-20 2e+08 2e+08 0 0 0 0 0 0 0 0 20.3065 23.8908 10.77 7.11227 na 0 0 na na na
3612219 0.46585168 64.624977 0.00099762956 -1.1368167 0.40469307 0.00099762956 0.00099762956 196.29136 -0.0028752019 -0.47830827 0.25178089 0.00040373377 0 1 22.254668 16.711537 1416286 9059948 0.17892261 0.53950101 na 14 14 9.43598e-05 7.08569e-05 4.42837 1e-10 1e-10 22.2547 16.7115 9.43598e-05 7.08569e-05 1e-10 1e-10 1e-10 1e-10 1e+10 1e+10 -0 0 0.0001 1e-20 2e+08 2e+08 0 0 0 0 0 0 0 0 24.7274 21.3759 4.48104 10.159 na 0 0 na na na
3628668 0.46839309 73.492037 0.004094978 0.73029292 0.83547116 0.004094978 0.004094978 196.26233 -0.0028743515 -0.51930883 0.11309036 0.0034212361 0 1 20.713667 23.599011 4336487 10696871 0.078282412 0.041881831 na 14 14 8.7826e-05 0.00010006 1.20177 1e-10 1e-10 20.7137 23.599 8.7826e-05 0.00010006 1e-10 1e-10 1e-10 1e-10 1e+10 1e+10 -0 0 0.0001 1e-20 2e+08 2e+08 0 0 0 0 0 0 0 0 23.0152 23.599 4.59976 3678.82 na 0 0 na na na
3634147 0.46952879 82.936243 0.0059211758 0.070309338 1.8561877 0.0059211758 0.0059211758 196.24987 -0.0028739864 -0.50521093 1.238898 0.010990814 0 1 24.43916 25.567987 9748227 13267801 0.046681498 0.92326906 na 14 14 0.000103622 0.000108408 0.520944 1e-10 1e-10 24.4392 25.568 0.000103622 0.000108408 1e-10 1e-10 1e-10 1e-10 1e+10 1e+10 -0 0 0.0001 1e-20 2e+08 2e+08 0 0 0 0 0 0 0 0 27.1546 25.568 4.34863 3598.82 na 0 0 na na na
3656093 0.47331421 129.24847 0.0042689018 0.16306567 1.0529745 0.0042689018 0.0042689018 196.2081 -0.0028727631 -0.51669401 0.062535472 0.0044950449 0 1 46.379988 31.551531 1826593 7852069 0.088911246 0.71203095 na 14 14 0.000196651 0.000133778 1.0969 1e-10 1e-10 46.38 31.5515 0.000196651 0.000133778 1e-10 1e-10 1e-10 1e-10 1e+10 1e+10 -0 0 0.0001 1e-20 2e+08 2e+08 0 0 0 0 0 0 0 0 23.1936 21.7759 4.58384 9.95115 na 0.675413 0.686276 na na na
3680353 0.4765243 66.408058 0.0046138017 0.19033737 1.7295941 0.0046138017 0.0046138017 196.17355 -0.0028717517 -0.50531068 1.0177541 0.0079800044 0 1 17.092351 22.948979 2159130 13980892 0.051679786 0.2797493 na 14 14 7.24716e-05 9.73037e-05 0.678136 1e-10 1e-10 17.0924 22.949 7.24716e-05 9.73037e-05 1e-10 1e-10 1e-10 1e-10 1e+10 1e+10 -0 0 0.0001 1e-20 2e+08 2.1323e+08 0 0 0 0 0 0 0 0 22.3073 25.4981 9.69065 4.43991 na 0 0 na na na
3685087 0.47737105 68.488803 0.92181298 -0.70245464 0.028317145 0.028867432 140.52184 196.16325 -0.0028714499 -0.49850749 -0.0040158009 0.026103112 0 1 16.124214 25.17172 10006656 12861118 0.15880788 0.7525077 na 14 14 6.83667e-05 0.000106728 3.59703 1e-10 1e-10 16.1242 25.1717 6.83667e-05 0.000106728 1e-10 1e-10 1e-10 1e-10 1e+10 1e+10 -0 0 0.0001 1e-20 2e+08 2e+08 0 0 0 0 0 0 0 0 76.0455 25.1717 6.0331 5813.76 na 0 0 na na na
3688721 0.47770702 71.309127 0.002093279 -0.96639394 0.7189526 0.002093279 0.002093279 196.15807 -0.0028712985 -0.57420071 0.17329714 0.0015049684 0 1 20.442325 22.554149 8723649 9852262 0.063768656 0.78416623 na 14 14 8.66755e-05 9.56296e-05 0.896984 1e-10 1e-10 20.4423 22.5541 8.66755e-05 9.56296e-05 1e-10 1e-10 1e-10 1e-10 1e+10 1e+10 -0 0 0.0001 1e-20 2e+08 2e+08 0 0 0 0 0 0 0 0 22.7137 25.0602 4.62127 4.46089 na 0 0 na na na
3695746 0.47925502 54.235399 0.016189879 -0.51577601 1.0659033 0.016189879 0.016189879 196.14231 -0.0028708369 -0.466003 0.26344145 0.017256845 0 1 17.084085 15.617632 2091678 6012703 0.080878286 0.60960679 na 14 14 7.24365e-05 6.62188e-05 1.46911 1e-10 1e-10 17.0841 15.6176 7.24365e-05 6.62188e-05 1e-10 1e-10 1e-10 1e-10 1e+10 1e+10 -0 0 0.0001 1e-20 2e+08 2e+08 0 0 0 0 0 0 0 0 22.2883 33.6996 9.6997 6.54475 na 0 0 na na na
3697906 0.47977621 51.084348 0.0069682357 -0.016861141 0.98877117 0.0069682357 0.0069682357 196.13667 -0.0028706719 -0.49266672 0.014510285 0.0068899906 0 1 12.254868 18.546895 456509 9531610 0.069405319 0.90784954 na 14 14 5.19606e-05 7.86388e-05 1.20335 1e-10 1e-10 12.2549 18.5469 5.19606e-05 7.86388e-05 1e-10 1e-10 1e-10 1e-10 1e+10 1e+10 -0 0 0.0001 1e-20 2e+08 2e+08 0 0 0 0 0 0 0 0 14.271 20.6077 5.70943 4.79614 na 0 0 na na na
3730423 0.48478988 55.112187 0.0035844056 0.0056697962 1.224517 0.0035844056 0.0035844056 196.0848 -0.0028691539 -0.45388623 0.29741357 0.0043891656 0 1 16.546784 16.6836 8388834 8508200 0.079141481 0.57023404 na 14 14 7.01584e-05 7.07385e-05 1.41068 1e-10 1e-10 16.5468 16.6836 7.01584e-05 7.07385e-05 1e-10 1e-10 1e-10 1e-10 1e+10 1e+10 -0 0 0.0001 1e-20 2e+08 2e+08 0 0 0 0 0 0 0 0 21.0105 21.3171 10.3583 10.1904 na 0 0 na na na
3735173 0.48596397 59.388067 0.0044428946 0.2134646 1.3623679 0.0044428946 0.0044428946 196.07292 -0.0028688062 -0.49304577 0.46233804 0.006052857 0 1 14.283667 21.524897 4237033 4380374 0.030409829 0.49930423 na 14 14 6.05627e-05 9.12656e-05 0.323681 1e-10 1e-10 14.2837 21.5249 6.05627e-05 9.12656e-05 1e-10 1e-10 1e-10 1e-10 1e+10 1e+10 -0 0 0.0001 1e-20 2e+08 2e+08 0 0 0 0 0 0 0 0 35.2087 23.9166 6.3201 4.5335 na 0 0 na na na
3747743 0.48789076 62.56131 0.0065031857 -0.44713384 2.6070278 0.0065031857 0.0065031857 196.05227 -0.0028682019 -0.47215563 3.0411326 0.016953986 0 1 22.927335 14.794565 7532713 8962147 0.022240498 0.84077636 na 14 14 9.72119e-05 6.2729e-05 0.197247 1e-10 1e-10 22.9273 14.7946 9.72119e-05 6.2729e-05 1e-10 1e-10 1e-10 1e-10 1e+10 1e+10 -0 0 0.0001 1e-20 2e+08 2e+08 0 0 0 0 0 0 0 0 25.4748 34.645 4.43648 6.40107 na 0 0 na na na
3767487 0.49135519 66.123269 0.0026913356 0.33407802 1.278536 0.0026913356 0.0026913356 196.01665 -0.0028671597 -0.50887975 0.36547866 0.0034409694 0 1 22.351884 17.51773 1494079 8052386 0.068118646 0.77026426 na 14 14 9.4772e-05 7.42752e-05 1.02841 1e-10 1e-10 22.3519 17.5177 9.4772e-05 7.42752e-05 1e-10 1e-10 1e-10 1e-10 1e+10 1e+10 -0 0 0.0001 1e-20 2e+08 2e+08 0 0 0 0 0 0 0 0 24.8354 19.4641 4.47454 4.91083 na 0 0 na na na
3774384 0.49200901 62.69048 0.0056975844 -0.39367341 1.2714315 0.0056975844 0.0056975844 196.00754 -0.0028668931 -0.47726924 0.421217 0.0072440881 0 1 17.191707 20.608077 5613519 13037613 0.03523229 0.9429541 na 14 14 7.28928e-05 8.73782e-05 0.392877 1e-10 1e-10 17.1917 20.6081 7.28928e-05 8.73782e-05 1e-10 1e-10 1e-10 1e-10 1e+10 1e+10 -0 0 0.0001 1e-20 2e+08 2e+08 0 0 0 0 0 0 0 0 22.5786 22.8979 9.56398 4.60902 na 0 0 na na na
3774384 0.49200901 72.923487 0.0056975844 0.23530492 0.96555461 0.0056975844 0.0056975844 196.00754 -0.0028668931 -0.47726924 0.02929068 0.0055013289 0 1 25.212284 18.757582 8261895 8576968 3.3787186 0.60460821 na 14 14 0.0001069 7.95321e-05 342.09 1e-10 1e-10 25.2123 18.7576 0.0001069 7.95321e-05 1e-10 1e-10 1e-10 1e-10 1e+10 1e+10 -0 0 0.0001 1e-20 2e+08 2e+08 0 0 0 0 0 0 0 0 28.0136 20.8418 4.3064 4.77441 na 0 0 na na na
3803850 0.50147003 134.04796 0.0019897362 -0.50938232 0.96202156 0.0019897362 0.0019897362 195.91442 -0.0028641698 -0.437194 0.15666737 0.0019141691 0 1 36.132687 44.692727 2922614 5786072 0.11874998 0.89399154 na 14 14 0.000153203 0.000189497 1.66252 1e-10 1e-10 36.1327 44.6927 0.000153203 0.000189497 1e-10 1e-10 1e-10 1e-10 1e+10 1e+10 -0 0 0.0001 1e-20 2e+08 2e+08 0 0 0 0 0 0 0 0 22.6681 25.1065 4.62234 4.45964 na 0.683358 0.685689 na na na
3807447 0.50331213 80.379164 0.0034355912 0.10350096 1.1906275 0.0034355912 0.0034355912 195.8956 -0.0028636195 -0.49590301 0.23191716 0.0040905093 0 1 21.526585 26.938748 3798362 4496474 0.12256471 0.92774138 na 14 14 9.12727e-05 0.00011422 2.25125 1e-10 1e-10 21.5266 26.9387 9.12727e-05 0.00011422 1e-10 1e-10 1e-10 1e-10 1e+10 1e+10 -0 0 0.0001 1e-20 2e+08 2e+08 0 0 0 0 0 0 0 0 23.9184 29.9319 4.534 4.22307 na 0 0 na na na
3822953 0.50678281 77.536044 0.0047923368 0.83545741 0.55276582 0.0047923368 0.0047923368 195.85777 -0.0028625136 -0.45622368 0.048534785 0.00264904 0 1 22.441658 24.30939 10588100 11224521 0.17106372 0.43170898 na 14 14 9.51526e-05 0.000103072 3.77947 1e-10 1e-10 22.4417 24.3094 9.51526e-05 0.000103072 1e-10 1e-10 1e-10 1e-10 1e+10 1e+10 -0 0 0.0001 1e-20 2e+08 2e+08 0 0 0 0 0 0 0 0 24.9352 24.3094 4.47381 6889.42 na 0 0 na na na
3825137 0.50714407 55.010975 0.0024498102 0.67315758 1.404819 0.0024498102 0.0024498102 195.85292 -0.002862372 -0.49309217 0.72071727 0.00344154 0 1 16.311437 16.857921 382843 9913010 0.066444262 0.44133559 na 14 14 6.91605e-05 7.14776e-05 1.0862 1e-10 1e-10 16.3114 16.8579 6.91605e-05 7.14776e-05 1e-10 1e-10 1e-10 1e-10 1e+10 1e+10 -0 0 0.0001 1e-20 2e+08 2e+08 0 0 0 0 0 0 0 0 20.5117 21.722 10.646 9.97854 na 0 0 na na na
3835589 0.50894163 68.933044 0.0015059527 -0.45411146 0.92297599 0.0015059527 0.0015059527 195.83307 -0.0028617919 -0.48656858 0.045590979 0.0013899582 0 1 16.983251 24.580542 2430144 7412065 0.075116472 0.27610179 na 14 14 7.2009e-05 0.000104222 1.16637 1e-10 1e-10 16.9833 24.5805 7.2009e-05 0.000104222 1e-10 1e-10 1e-10 1e-10 1e+10 1e+10 -0 0 0.0001 1e-20 2e+08 2e+08 0 0 0 0 0 0 0 0 22.0278 27.3117 9.82557 4.34117 na 0 0 na na na
3837811 0.50919881 79.141313 0.0015046441 -0.47110548 0.87932895 0.0015046441 0.0015046441 195.82947 -0.0028616865 -0.51762644 0.0015157607 0.0013230771 0 1 24.983772 22.735188 7683479 11281140 0.28824416 0.80337153 na 14 14 0.000105931 9.63972e-05 8.18249 1e-10 1e-10 24.9838 22.7352 0.000105931 9.63972e-05 1e-10 1e-10 1e-10 1e-10 1e+10 1e+10 -0 0 0.0001 1e-20 2e+08 2e+08 0 0 0 0 0 0 0 0 27.7597 1.37418 4.31611 3062.24 na 0 0 na na na
3880399 0.51724134 66.925146 0.0031440847 0.28524879 1.1178413 0.0031440847 0.0031440847 195.75006 -0.0028593663 -0.47969445 0.19089581 0.0035145877 0 1 16.950014 23.4031 3382070 12282051 0.12983011 0.83239697 na 14 14 7.18681e-05 9.92291e-05 2.68977 1e-10 1e-10 16.95 23.4031 7.18681e-05 9.92291e-05 1e-10 1e-10 1e-10 1e-10 1e+10 1e+10 -0 0 0.0001 1e-20 2e+08 2e+08 0 0 0 0 0 0 0 0 21.9523 26.0034 9.86282 4.40717 na 0 0 na na na
